userid,dataid,timestamp,location
463,6287,6,2
999,6287,6,1
1868,6287,8,0
1375,6287,12,0
972,6287,12,1
1754,6287,13,3
321,6287,14,0
631,6287,15,5
1105,6287,16,0
1783,6287,18,2
1706,6287,18,0
838,6287,19,2
9,6287,19,8
849,6287,20,1
510,6287,21,4
496,6287,21,5
576,6287,26,8
1773,6287,27,7
49,6287,27,8
1122,6287,29,1
2491,6287,32,5
2178,6287,33,7
2364,6287,35,1
362,6287,35,1
2449,6287,37,8
831,6287,38,8
1714,6287,42,8
369,6287,50,8
605,6287,51,9
151,6287,55,0
1430,6287,55,9
1199,6287,57,3
660,6287,58,4
1240,6287,59,0
100,6287,84,9
628,6287,96,2
1513,6287,110,2
1596,6287,120,8
1826,6287,131,0
2037,6287,144,1
1830,6287,148,4
516,6287,155,8
789,6287,160,1
683,6287,161,0
157,6287,170,6
979,6287,176,8
933,6287,197,7
2405,6287,200,9
1498,6287,202,2
2191,6287,205,5
985,6287,213,0
214,6287,230,3
1223,6287,230,0
1177,6287,243,8
588,6287,245,7
2051,6287,245,0
1124,6287,254,3
484,6287,260,3
817,6287,268,8
1623,6287,270,7
500,6287,277,9
1592,6287,279,6
874,6287,290,8
2421,6287,291,8
2158,6287,292,2
2350,6287,298,0
1083,6287,302,7
2122,6287,307,8
2034,6287,310,1
18,6287,318,7
2056,6287,327,5
1478,6287,338,0
2461,6287,343,5
1631,6287,344,0
497,6287,344,6
1287,6287,347,1
381,6287,349,0
1840,6287,351,0
2176,6287,370,5
1814,6287,370,3
1588,6287,371,2
1545,6287,372,4
2341,6287,375,5
1480,6287,377,0
455,6287,377,4
221,6287,378,0
384,6287,379,3
1205,6287,380,9
1228,6287,382,2
1244,6287,405,3
2037,6287,412,1
1611,6287,422,8
111,6287,424,0
1082,6287,427,6
397,6287,429,6
890,6287,431,9
2298,6287,433,7
1405,6287,434,0
1718,6287,435,0
583,6287,435,2
762,6287,435,1
561,6287,436,8
613,6287,436,2
2293,6287,437,2
242,6287,437,1
447,6287,437,6
11,6287,438,0
1114,6287,439,8
99,6287,439,8
596,6287,439,0
264,6287,440,3
631,6287,442,5
306,6287,443,5
1119,6287,445,1
171,6287,447,0
853,6287,448,2
2033,6287,449,0
553,6287,450,2
1955,6287,451,9
600,6287,452,4
1634,6287,455,3
658,6287,465,2
1567,6287,465,8
1785,6287,465,4
2389,6287,465,8
354,6287,467,3
1830,6287,478,4
2124,6287,479,1
1370,6287,480,9
877,6287,481,8
1265,6287,483,9
288,6287,486,7
397,6287,486,6
2481,6287,487,8
1505,6287,488,9
116,6287,488,5
817,6287,492,8
2332,6287,495,8
32,6287,495,1
385,6287,502,4
1221,6287,513,8
1929,6287,514,1
1158,6287,518,7
447,6287,518,6
454,6287,519,3
394,6287,520,3
388,6287,525,7
767,6287,526,6
2399,6287,526,3
655,6287,531,0
1836,6287,532,8
123,6287,534,2
810,6287,534,4
1817,6287,535,6
1037,6287,535,6
2102,6287,536,6
1370,6287,537,9
592,6287,537,8
1722,6287,538,1
1485,6287,538,4
951,6287,538,8
155,6287,539,4
1871,6287,540,0
1196,6287,540,0
2108,6287,540,0
1065,6287,540,4
709,6287,540,8
2125,6287,541,0
1104,6287,544,1
563,6287,544,0
1200,6287,545,4
1642,6287,545,8
27,6287,546,6
1264,6287,546,8
1778,6287,547,0
1485,6287,547,4
1958,6287,547,0
1031,6287,547,0
1595,6287,547,9
2361,6287,548,8
580,6287,556,0
1569,6287,557,1
2197,6287,558,8
986,6287,558,0
1662,6287,560,1
478,6287,561,7
1430,6287,583,9
906,6287,583,8
2396,6287,584,0
2138,6287,585,0
1483,6287,586,2
1926,6287,586,8
1160,6287,587,9
1912,6287,587,8
2369,6287,593,3
1807,6287,593,8
886,6287,594,5
2243,6287,594,0
205,6287,596,4
93,6287,596,2
957,6287,597,1
1740,6287,597,4
883,6287,597,2
1739,6287,643,3
2492,6287,646,6
932,6287,646,6
775,6287,646,0
419,6287,646,8
1507,6287,646,8
1055,6287,646,9
1249,6287,647,8
1538,6287,647,0
387,6287,647,6
2105,6287,648,9
822,6287,649,1
1543,6287,649,2
544,6287,649,8
2039,6287,650,3
604,6287,650,8
756,6287,650,8
361,6287,657,0
1883,6287,657,0
1954,6287,657,8
1143,6287,657,7
733,6287,687,2
671,6287,687,0
1894,6287,687,8
68,6287,687,7
1193,6287,687,0
543,6287,776,7
1925,6287,776,9
2442,6287,776,1
1376,6287,776,0
1842,6287,776,1
1303,6287,777,2
2404,6287,777,8
1893,6287,777,7
1627,6287,777,8
1395,6287,777,4
2033,6287,777,0
488,6287,777,7
2422,6287,777,8
1675,6287,777,0
1341,6287,777,8
434,6287,777,3
323,6287,778,2
122,6287,778,1
1673,6287,778,0
841,6287,778,5
457,6287,778,6
381,6287,847,0
1050,6287,879,4
1129,6287,884,8
1629,6287,887,1
2027,6287,896,6
2373,6287,898,7
279,6287,901,8
1652,6287,902,6
424,6287,907,3
155,6287,907,4
748,6287,909,2
291,6287,941,0
449,6287,947,8
1549,6287,974,8
1287,6287,974,1
1358,6287,974,0
319,6287,975,8
710,6287,975,9
1759,6287,975,8
1396,6287,975,5
2316,6287,976,8
481,6287,976,0
361,6287,976,0
1096,6287,976,5
24,6287,976,3
200,6287,976,9
1356,6287,977,8
2265,6287,977,4
1195,6287,978,0
984,6287,978,1
369,6287,978,8
637,6287,978,8
1461,6287,978,8
815,6287,978,9
201,6287,979,0
1210,6287,979,0
1155,6287,979,4
2389,6287,979,8
2158,6287,979,2
2108,6287,979,0
873,6287,979,7
119,6287,979,8
2360,6287,979,9
1905,6287,980,4
2042,6287,980,6
1651,6287,980,5
1839,6287,980,1
1561,6287,981,5
2121,6287,981,8
1775,6287,981,9
467,6287,982,6
889,6287,982,8
1344,6287,982,1
2145,6287,982,4
303,6287,982,2
1301,6287,983,0
2483,6287,983,0
1201,6287,983,5
1315,6287,984,0
1205,6287,984,9
34,6287,984,3
2327,6287,984,6
718,6287,985,2
1133,6287,985,0
2131,6287,985,5
1977,6287,985,1
1828,6287,986,2
369,6287,986,8
2425,6287,986,0
2427,6287,986,1
392,6287,986,1
452,6287,986,1
2075,6287,986,9
1593,6287,986,7
725,6287,986,9
671,6287,987,0
1589,6287,987,3
1899,6287,987,1
1354,6287,987,8
1854,6287,987,1
825,6287,987,4
1284,6287,987,1
451,6287,987,0
2167,6287,988,8
1062,6287,988,1
2473,6287,988,2
375,6287,988,4
1386,6287,988,8
1125,6287,989,4
1981,6287,989,5
494,6287,989,3
1901,6287,989,0
2337,6287,989,1
856,6287,989,5
2005,6287,989,0
499,6287,990,8
2231,6287,991,0
1073,6287,991,0
2448,6287,991,7
2063,6287,992,0
1537,6287,992,8
1573,6287,992,2
130,6287,992,9
362,6287,992,1
502,6287,992,8
1564,6287,992,8
307,6287,993,6
97,6287,994,6
1284,6287,994,1
1435,6287,994,0
2363,6287,995,0
823,6287,995,2
2201,6287,995,0
356,6287,995,5
1869,6287,995,1
1320,6287,995,4
1561,6287,996,5
2420,6287,996,9
591,6287,996,8
385,6287,997,4
437,6287,997,6
2195,6287,998,9
2277,6287,999,1
767,6287,999,6
1072,6287,999,8
418,6287,1000,7
1472,6287,1000,6
2024,6287,1000,3
258,6287,1000,7
2379,6287,1001,1
2337,6287,1001,1
2374,6287,1002,8
262,6287,1002,1
250,6287,1003,9
2325,6287,1003,4
1217,6287,1003,6
558,6287,1003,7
697,6287,1004,8
1395,6287,1004,4
