userid,dataid,timestamp,location
1941,8596,1,8
2399,8596,12,3
1846,8596,15,5
97,8596,16,6
1089,8596,16,1
2076,8596,18,8
1105,8596,20,0
2224,8596,22,8
1196,8596,30,0
2096,8596,35,0
1739,8596,36,3
927,8596,37,1
2456,8596,37,0
854,8596,41,3
1256,8596,44,0
905,8596,45,9
1138,8596,59,2
1412,8596,59,6
1425,8596,63,4
1594,8596,64,8
2126,8596,65,0
2019,8596,66,1
1381,8596,68,5
814,8596,94,8
1574,8596,106,3
1402,8596,110,8
1689,8596,130,1
533,8596,144,0
2108,8596,157,0
1,8596,162,0
2137,8596,166,8
851,8596,167,0
504,8596,173,1
2298,8596,178,7
787,8596,183,8
168,8596,184,7
2265,8596,186,4
99,8596,190,8
364,8596,203,3
2354,8596,204,3
2224,8596,206,8
1467,8596,223,1
1083,8596,248,7
1330,8596,250,0
1983,8596,251,7
2309,8596,255,3
2489,8596,259,3
2258,8596,261,0
1305,8596,262,4
2328,8596,264,7
2429,8596,265,3
1733,8596,266,0
2394,8596,270,1
1217,8596,272,6
2367,8596,276,1
1588,8596,280,2
881,8596,285,0
753,8596,289,7
1804,8596,303,8
696,8596,304,8
103,8596,309,2
35,8596,319,4
1088,8596,320,0
2498,8596,324,0
869,8596,327,3
1198,8596,328,2
1068,8596,334,7
1288,8596,336,2
2386,8596,340,5
1288,8596,344,2
1529,8596,345,3
1208,8596,350,0
1510,8596,358,0
2220,8596,365,4
1043,8596,367,0
1372,8596,368,8
374,8596,369,3
762,8596,371,1
2359,8596,371,8
252,8596,373,1
748,8596,374,2
816,8596,377,8
724,8596,378,8
1,8596,378,0
90,8596,378,9
184,8596,380,3
2250,8596,384,4
1683,8596,385,7
1027,8596,388,8
1079,8596,391,3
458,8596,392,7
1339,8596,392,8
1770,8596,393,4
1705,8596,397,0
970,8596,398,0
638,8596,399,0
2437,8596,399,8
2432,8596,403,6
1624,8596,410,8
989,8596,410,3
526,8596,416,5
2390,8596,422,9
2376,8596,423,8
1954,8596,428,8
2452,8596,429,8
1083,8596,429,7
1738,8596,430,2
1168,8596,445,2
1624,8596,474,8
309,8596,485,8
1940,8596,486,9
