userid,dataid,timestamp,location
1905,14367,10,4
2366,14367,22,0
2197,14367,23,8
751,14367,25,5
1963,14367,27,2
741,14367,28,8
302,14367,29,1
1876,14367,30,5
2180,14367,30,9
2172,14367,63,1
494,14367,75,3
1051,14367,76,5
1549,14367,77,8
2072,14367,92,6
2447,14367,97,6
1038,14367,104,7
1947,14367,112,1
413,14367,112,2
2119,14367,123,8
1013,14367,124,0
1252,14367,131,8
1817,14367,136,6
312,14367,139,1
611,14367,141,0
65,14367,152,4
1819,14367,175,8
1217,14367,178,6
2308,14367,185,2
620,14367,197,9
1859,14367,197,3
614,14367,205,3
198,14367,207,7
1950,14367,212,4
992,14367,215,6
1895,14367,222,9
2309,14367,236,3
1567,14367,241,8
1325,14367,250,9
1522,14367,251,8
63,14367,252,2
2253,14367,255,7
1187,14367,256,6
507,14367,259,1
1269,14367,263,1
2118,14367,264,7
404,14367,271,3
2090,14367,274,9
1000,14367,275,0
2265,14367,278,4
389,14367,278,8
1797,14367,280,1
1016,14367,281,0
59,14367,284,8
1751,14367,291,0
2250,14367,292,4
2280,14367,292,4
381,14367,303,0
1713,14367,307,7
1574,14367,322,3
1657,14367,343,8
1256,14367,349,0
1830,14367,351,4
1949,14367,352,3
1949,14367,355,3
2271,14367,368,8
1357,14367,374,8
1632,14367,375,1
616,14367,375,5
11,14367,379,0
378,14367,380,7
1416,14367,384,8
1148,14367,387,0
809,14367,389,3
2492,14367,390,6
2045,14367,391,9
194,14367,391,3
1539,14367,392,1
392,14367,394,1
2322,14367,398,1
141,14367,400,0
801,14367,400,8
2166,14367,403,8
489,14367,412,8
2260,14367,417,0
588,14367,419,7
656,14367,421,0
890,14367,429,9
508,14367,431,2
1936,14367,432,5
988,14367,434,2
561,14367,434,8
834,14367,435,1
8,14367,437,7
278,14367,437,7
988,14367,439,2
631,14367,440,5
90,14367,441,9
91,14367,441,0
725,14367,442,9
1342,14367,444,8
1997,14367,444,6
2034,14367,445,1
1109,14367,447,3
1079,14367,448,3
1293,14367,449,7
55,14367,449,4
1704,14367,451,1
1599,14367,453,1
2273,14367,453,0
1087,14367,456,8
33,14367,456,2
1584,14367,459,1
1455,14367,460,4
1404,14367,460,1
1398,14367,461,7
1916,14367,461,0
618,14367,463,7
2424,14367,467,1
1589,14367,470,3
2171,14367,476,0
298,14367,478,7
1987,14367,479,8
2010,14367,482,4
1508,14367,492,0
1107,14367,497,1
1,14367,512,0
1714,14367,517,8
1678,14367,522,2
1103,14367,522,0
488,14367,523,7
717,14367,525,1
1038,14367,528,7
1669,14367,532,8
742,14367,532,8
810,14367,532,4
1252,14367,533,8
1139,14367,536,3
1288,14367,537,2
1132,14367,540,8
2343,14367,544,7
1561,14367,545,5
1752,14367,546,1
92,14367,551,1
2198,14367,554,0
886,14367,556,5
135,14367,557,4
1997,14367,560,6
2464,14367,560,8
1158,14367,563,7
1265,14367,568,9
73,14367,568,2
1175,14367,571,9
535,14367,575,0
2452,14367,576,8
473,14367,577,2
220,14367,579,9
1879,14367,579,8
678,14367,579,7
1724,14367,579,3
637,14367,584,8
159,14367,584,8
892,14367,584,8
1580,14367,585,9
1213,14367,589,2
1377,14367,589,1
1475,14367,589,9
1684,14367,592,8
1851,14367,593,8
873,14367,593,7
1660,14367,594,0
988,14367,596,2
1784,14367,596,3
2035,14367,597,0
1497,14367,598,1
354,14367,600,3
1292,14367,600,6
1512,14367,605,1
2439,14367,605,1
1387,14367,608,8
1767,14367,612,1
1706,14367,612,0
1649,14367,614,3
805,14367,616,0
2131,14367,616,5
456,14367,616,5
1231,14367,619,5
108,14367,620,7
3,14367,621,2
928,14367,621,2
1686,14367,621,8
2418,14367,626,7
798,14367,627,7
1114,14367,628,8
580,14367,628,0
877,14367,630,8
100,14367,630,9
2434,14367,631,8
1966,14367,633,5
1493,14367,633,0
1980,14367,635,4
1839,14367,636,1
508,14367,636,2
962,14367,636,6
1142,14367,637,6
1214,14367,638,3
20,14367,640,9
1201,14367,641,5
1711,14367,641,5
2042,14367,642,6
788,14367,642,0
597,14367,642,1
543,14367,642,7
2098,14367,647,2
721,14367,647,5
1535,14367,649,9
1877,14367,649,6
415,14367,651,4
1069,14367,653,8
884,14367,654,3
1153,14367,656,2
1122,14367,657,1
494,14367,659,3
1031,14367,660,0
1586,14367,662,0
637,14367,663,8
1992,14367,663,1
280,14367,663,9
241,14367,667,0
1331,14367,668,0
2351,14367,670,0
211,14367,671,0
1160,14367,671,9
637,14367,673,8
668,14367,677,0
43,14367,677,2
1046,14367,677,0
1274,14367,677,3
1785,14367,679,4
1746,14367,682,8
2265,14367,684,4
2183,14367,684,0
1559,14367,685,3
1052,14367,686,6
2148,14367,686,7
2421,14367,687,8
1113,14367,693,7
1218,14367,694,7
975,14367,695,4
1545,14367,695,4
651,14367,696,8
